(produit) type produit;(produit) numero AMM;(produit) nom produit;(produit) seconds noms commerciaux;(produit) titulaire;(produit) type commercial;(produit) gamme usage;(produit) mentions autorisees;(produit) Substances actives;(produit) fonctions;(produit) formulations;identifiant usage lib court;identifiant usage; date decision;stade cultural min (BBCH);stade cultural max (BBCH);etat usage;dose retenue;dose retenue unite;delai avant recolte jour;delai avant recolte bbch;nombre max d'application;date fin distribution;date fin utilisation;condition emploi;ZNT aquatique (en m);ZNT arthropodes non cibles (en m);ZNT plantes non cibles (en m);mentions autorisees;Unnamed: 29
PPP;2110073;EXPLICIT EC;AVAUNT EC | STEWARD EC;CHEMINOVA Agro France SAS;Produit de référence;Professionnel;;indoxacarbe (Indoxacarb) 150.0 g/L;Insecticide;Concentré émulsionnable;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;11/05/2011;;;Autorisé;0.25;L/ha;10.0;;3.0;;;;5.0;;;;
PPP;2090134;COPERNICO HI BIO WG;HYDRO SUPER 25 WG | MEXIRAM HIBIO;Albaugh TKI d.o.o;Produit de référence;Professionnel;Utilisable en agriculture biologique;cuivre de l'hydroxyde de cuivre (Copper compounds) 250.0 g/kg;Bactéricide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);21/12/2009;;;Autorisé;3.0;kg/ha;21.0;;5.0;;;;20.0;;5.0;;
PPP;2190271;KSAR WG;;ASCENZA AGRO, SA;Produit de référence;Professionnel;;krésoxime-méthyle (Kresoxim-methyl) 500.0 g/kg;Fongicide;Granulé dispersable;12703206;Vigne*Trt Part.Aer.*Black rot;04/07/2019;19.0;81.0;Autorisé;0.3;kg/ha;35.0;;2.0;;;;5.0;;;;
PPP;9600398;ALLIAGE;;BASF FRANCE SAS;Produit de référence;Professionnel;;krésoxime-méthyle (Kresoxim-methyl) 500.0 g/kg;Fongicide;Granulé dispersable;12703206;Vigne*Trt Part.Aer.*Black rot;27/09/2018;19.0;81.0;Autorisé;0.2;kg/ha;35.0;;2.0;;;2 applications par culture pour contrôler l'ensemble des maladies Intervalle minimum entre les applications : 12 jours. ;5.0;;;;
PPP;9600398;ALLIAGE;;BASF FRANCE SAS;Produit de référence;Professionnel;;krésoxime-méthyle (Kresoxim-methyl) 500.0 g/kg;Fongicide;Granulé dispersable;12703202;Vigne*Trt Part.Aer.*Excoriose;27/09/2018;;;Retrait;0.2;kg/ha;35.0;;3.0;;;;;;;;
PPP;9600398;ALLIAGE;;BASF FRANCE SAS;Produit de référence;Professionnel;;krésoxime-méthyle (Kresoxim-methyl) 500.0 g/kg;Fongicide;Granulé dispersable;12703207;Vigne*Trt Part.Aer.*Rougeot parasitaire;27/09/2018;19.0;81.0;Autorisé;0.2;kg/ha;35.0;;2.0;;;2 applications par culture pour contrôler l'ensemble des maladies Intervalle minimum entre les applications : 12 jours. ;5.0;;;;
PPP;9600398;ALLIAGE;;BASF FRANCE SAS;Produit de référence;Professionnel;;krésoxime-méthyle (Kresoxim-methyl) 500.0 g/kg;Fongicide;Granulé dispersable;12703204;Vigne*Trt Part.Aer.*Oïdium(s);27/09/2018;;;Retrait;0.2;kg/ha;35.0;;3.0;;;;;;;;
PPP;2070108;PEL101GV;;ELICITYL;Produit de référence;Professionnel;Liste biocontrôle;heptamaloxyloglucane (Heptamaloxyloglucan) 874.0 g/L;Lutte contre le gel;;12703303;Vigne*Trt Part.Aer.*Lutte contre le gel;23/02/2012;7.0;16.0;Autorisé;0.5;g/ha;;;4.0;;;Au maximum 4 applications à intervalle de 4 jours au maximum entre chaque application.;;;;;
PPP;2140215;RAK 1+2 MIX;;BASF FRANCE SAS;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;(E,Z)-7,9-dodécadien-1-yl acétate (Straight Chain Lepidopteran Pheromones) 0.217 g/diffuseur | Z9-dodécenylacétate (Straight Chain Lepidopteran Pheromones) 0.226 g/diffuseur;Attractif phéromone (confusion sexuelle);Produit diffuseur de vapeur;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;01/12/2014;;;Autorisé;500.0;diffuseurs/ha;;;1.0;;;- Avant le début du vol de la première génération. - Efficace contre les tordeuses eudémis et cochylis.;;;;;
PPP;9200360;SOFRAL;;SOFT;Produit de revente;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;soufre (Sulphur) 80.0 %;Fongicide;Granulé dispersable;12703204;Vigne*Trt Part.Aer.*Oïdium(s);01/10/1992;;;Autorisé;12.5;kg/ha;;;;;;;;;;;
PPP;2180901;BORMIX;;INDUSTRIAS QUIMICAS DEL VALLES;Produit de référence;Professionnel;;cuivre (Copper compounds) 200.0 g/kg;Fongicide;Poudre mouillable;12703206;Vigne*Trt Part.Aer.*Black rot;01/06/1985;;;Retrait;;;;;;;;;;;;;
PPP;2180901;BORMIX;;INDUSTRIAS QUIMICAS DEL VALLES;Produit de référence;Professionnel;;cuivre (Copper compounds) 200.0 g/kg;Fongicide;Poudre mouillable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);15/10/2014;;;Autorisé;2.5;g/m²;;;;;;;;;;;
PPP;2150118;SOUFRE SUBLIME AFEPASA;FLORFLUID | VENTIFLOR;AFEPASA (AZUFRERA Y FERTILIZANTES PALLARES SA);Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;soufre (Sulphur) 990.0 g/kg;Fongicide;Poudre pour poudrage;12703204;Vigne*Trt Part.Aer.*Oïdium(s);29/06/2015;15.0;;Autorisé;25.0;kg/ha;5.0;;8.0;;;;5.0;20.0;;;
PPP;9600509;EQUATION PRO;ITERAL;DUPONT SOLUTIONS (FRANCE) SAS;Produit de référence;Professionnel;;Famoxadone (Famoxadone) 225.0 g/kg | cymoxanil (Cymoxanil) 300.0 g/kg;Fongicide;Granulé dispersable;12703202;Vigne*Trt Part.Aer.*Excoriose;25/06/2013;;;Retrait;0.04;kg/hL;;;6.0;;;;;;;;
PPP;9600509;EQUATION PRO;ITERAL;DUPONT SOLUTIONS (FRANCE) SAS;Produit de référence;Professionnel;;Famoxadone (Famoxadone) 225.0 g/kg | cymoxanil (Cymoxanil) 300.0 g/kg;Fongicide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);25/06/2013;;;Retrait;0.4;kg/ha;28.0;;6.0;;;;;;;;
PPP;2100206;CREDIT;;NUFARM SAS;Produit de référence;Professionnel;;glyphosate (Glyphosate) 540.0 g/L;Herbicide;Concentré soluble;12705902;Vigne*Désherbage*Cult. Installées;16/12/2010;;;Autorisé;5.3;L/ha;21.0;;1.0;;;Application par tache sur herbes vivaces                                         En cas d'application en localisé sur un tiers de la surface : répétable 3 fois sur l'année;5.0;;5.0;;
PPP;2100206;CREDIT;;NUFARM SAS;Produit de référence;Professionnel;;glyphosate (Glyphosate) 540.0 g/L;Herbicide;Concentré soluble;12705902;Vigne*Désherbage*Cult. Installées;16/12/2010;;;Autorisé;2.6;L/ha;21.0;;2.0;;;Contre les herbes vivaces                            Intervalle de 2 à 3 mois entre les applications. En cas d'application en localisé sur un tiers de la surface : répétable 3 fois sur l'année;5.0;;5.0;;
PPP;2100206;CREDIT;;NUFARM SAS;Produit de référence;Professionnel;;glyphosate (Glyphosate) 540.0 g/L;Herbicide;Concentré soluble;12705902;Vigne*Désherbage*Cult. Installées;16/12/2010;;;Autorisé;4.0;L/ha;21.0;;1.0;;;Contre les dicotylédones annuelles et biannuelles                                                                  En cas d'application en localisé sur un tiers de la surface : répétable 3 fois sur l'année;5.0;;5.0;;
PPP;2120151;MYSTIC EC;SAFAGA;NUFARM SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 250.0 g/L;Fongicide;Concentré émulsionnable;12703204;Vigne*Trt Part.Aer.*Oïdium(s);27/09/2012;;;Autorisé;0.4;L/ha;14.0;;3.0;;;Uniquement sur raisin de cuve: Au maximum 3 applications non consécutives;5.0;5.0;5.0;;
PPP;2171243;GOLBEX WG;KUPRIK WG;EXCLUSIVAS SARABIA SA;Produit de référence;Professionnel;;fosétyl d'aluminium (Fosetyl) 800.0 g/kg;Fongicide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);20/02/2018;12.0;;Autorisé;2.5;kg/ha;28.0;;3.0;;;Intervalle minimum entre les applications: 10 jours.;5.0;;;;
PPP;2170441;STIKER;;ASCENZA AGRO, SA;Produit de référence;Professionnel;;hexythiazox (Hexythiazox) 100.0 g/kg;Acaricide;Poudre mouillable;12703101;Vigne*Trt Part.Aer.*Acariens;30/05/2017;;;Autorisé;0.25;kg/ha;21.0;;1.0;;;;5.0;;;;
PPP;2090105;GRAIN D'OR;OROFLUID;ASCENZA AGRO, SA;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;soufre (Sulphur) 985.0 g/kg;Fongicide;Poudre pour poudrage;12703204;Vigne*Trt Part.Aer.*Oïdium(s);07/12/2015;15.0;18.0;Autorisé;25.0;kg/ha;5.0;;8.0;;;;5.0;20.0;;;
PPP;2160843;JAVISE 50;AUGURE 50 WG;ASCENZA France;Produit de référence;Professionnel;;cyprodinil (Cyprodinil) 500.0 g/kg;Fongicide;Granulé dispersable;12703205;Vigne*Trt Part.Aer.*Pourriture grise;25/04/2017;60.0;83.0;Autorisé;0.75;kg/ha;7.0;;1.0;;;;5.0;;;;
PPP;2160935;TOKRA WG;DECIBEL | CRITERE WG | TAUPO STAR;ASCENZA France;Produit de référence;Professionnel;;penconazole (Penconazole) 87.5 g/kg | krésoxime-méthyle (Kresoxim-methyl) 250.0 g/kg;Fongicide;Granulé dispersable;12703206;Vigne*Trt Part.Aer.*Black rot;03/02/2017;69.0;85.0;Autorisé;0.4;kg/ha;35.0;;2.0;;;2 applications par an et par culture pour contrôler l'ensemble des maladies.  Uniquement autorisé sur sols alcalins et neutres.;5.0;;;;
PPP;2160935;TOKRA WG;DECIBEL | CRITERE WG | TAUPO STAR;ASCENZA France;Produit de référence;Professionnel;;penconazole (Penconazole) 87.5 g/kg | krésoxime-méthyle (Kresoxim-methyl) 250.0 g/kg;Fongicide;Granulé dispersable;12703206;Vigne*Trt Part.Aer.*Black rot;03/02/2017;15.0;69.0;Autorisé;0.4;kg/ha;;;1.0;;;2 applications par an et par culture pour contrôler l'ensemble des maladies.  Uniquement autorisé sur sols alcalins et neutres.;5.0;;;;
PPP;2160935;TOKRA WG;DECIBEL | CRITERE WG | TAUPO STAR;ASCENZA France;Produit de référence;Professionnel;;penconazole (Penconazole) 87.5 g/kg | krésoxime-méthyle (Kresoxim-methyl) 250.0 g/kg;Fongicide;Granulé dispersable;12703204;Vigne*Trt Part.Aer.*Oïdium(s);03/02/2017;69.0;85.0;Autorisé;0.4;kg/ha;35.0;;2.0;;;2 applications par an et par culture pour contrôler l'ensemble des maladies.  Uniquement autorisé sur sols alcalins et neutres.;5.0;;;;
PPP;2160935;TOKRA WG;DECIBEL | CRITERE WG | TAUPO STAR;ASCENZA France;Produit de référence;Professionnel;;penconazole (Penconazole) 87.5 g/kg | krésoxime-méthyle (Kresoxim-methyl) 250.0 g/kg;Fongicide;Granulé dispersable;12703204;Vigne*Trt Part.Aer.*Oïdium(s);03/02/2017;15.0;69.0;Autorisé;0.4;kg/ha;;;1.0;;;2 applications par an et par culture pour contrôler l'ensemble des maladies.  Uniquement autorisé sur sols alcalins et neutres. ;5.0;;;;
PPP;2150931;BELTANOL-L;V-NOL;PROBELTE S.A.;Produit de référence;Professionnel;;sulfate de 8-hydroxy quinoléine (8-Hydroxyquinoline incl. oxyquinoleine) 500.0 g/L;Fongicide | Bactéricide;Concentré soluble;12701201;Vigne*Trt Plants Boutures*Maladies de conservation;02/01/2020;;;Retrait;0.7;L/hL;;;1.0;02/04/2020;02/10/2020;;;;;;
PPP;8800841;SCORE;BOGARD | SCORENET | MAVITA 250 EC;SYNGENTA FRANCE SAS;Produit de référence;Professionnel;;difénoconazole (Difenoconazole) 250.0 g/L;Fongicide;Concentré émulsionnable;12703206;Vigne*Trt Part.Aer.*Black rot;22/12/2015;;;Autorisé;0.2;L/ha;21.0;;2.0;;;Limitation à 2 applications maximum sur la culture afin de limiter les risques de résistances. Une troisième application est possible pour lutter spécifiquement contre le black rot.;5.0;;;;
PPP;8800841;SCORE;BOGARD | SCORENET | MAVITA 250 EC;SYNGENTA FRANCE SAS;Produit de référence;Professionnel;;difénoconazole (Difenoconazole) 250.0 g/L;Fongicide;Concentré émulsionnable;12703204;Vigne*Trt Part.Aer.*Oïdium(s);22/12/2015;;;Autorisé;0.2;L/ha;21.0;;2.0;;;Limitation à 2 applications maximum sur la culture afin de limiter les risques de résistances. Une troisième application est possible pour lutter spécifiquement contre le black rot.;5.0;;;;
PPP;8800841;SCORE;BOGARD | SCORENET | MAVITA 250 EC;SYNGENTA FRANCE SAS;Produit de référence;Professionnel;;difénoconazole (Difenoconazole) 250.0 g/L;Fongicide;Concentré émulsionnable;12703207;Vigne*Trt Part.Aer.*Rougeot parasitaire;22/12/2015;;;Autorisé;0.2;L/ha;21.0;;2.0;;;Limitation à 2 applications maximum sur la culture afin de limiter les risques de résistances. Une troisième application est possible pour lutter spécifiquement contre le black rot.;5.0;;;;
PPP;2140043;ISONET L;;CBC BIOGARD SAS;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;(E,Z)-7,9-dodécadien-1-yl acétate (Straight Chain Lepidopteran Pheromones) 643.0 g/kg;Attractif phéromone (confusion sexuelle);Produit diffuseur de vapeur;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;06/02/2014;;;Autorisé;500.0;diffuseurs/ha;;;1.0;;;- Autorisé uniquement contre Eudémis.//- Stade d'application : au moins une semaine avant le début du vol de la 1ère génération.;;;;;
PPP;2140043;ISONET L;;CBC BIOGARD SAS;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;(E,Z)-7,9-dodécadien-1-yl acétate (Straight Chain Lepidopteran Pheromones) 643.0 g/kg;Attractif phéromone (confusion sexuelle);Produit diffuseur de vapeur;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;26/02/2014;;;Autorisé;500.0;diffuseurs/ha;;;1.0;;;Stade d'application : au moins une semaine avant le début du vol de la 1ère génération.;;;;;
PPP;2150105;RAK 2 NEW;;BASF FRANCE SAS;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;(E,Z)-7,9-dodécadien-1-yl acétate + (E,E)-7,9-dodécadien-1-yl acétate (Straight Chain Lepidopteran Pheromones) 0.367 g/diffuseur;Attractif phéromone (confusion sexuelle);Produit diffuseur de vapeur;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;16/06/2015;;;Autorisé (Provisoire);500.0;diffuseurs/ha;;;1.0;;;: ;;;;;
PPP;2160272;NISSORUN 250 SC;;NISSO CHEMICAL EUROPE GMBH;Produit de référence;Professionnel;;hexythiazox (Hexythiazox) 250.0 g/L;Acaricide;Suspension concentrée;12703101;Vigne*Trt Part.Aer.*Acariens;27/06/2018;33.0;81.0;Autorisé;0.1;L/ha;21.0;;2.0;;;Intervalle minimum entre les applications : 30 jours.;5.0;;;;
PPP;2130109;ISONET 1+2;;BASF FRANCE SAS;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;(Z)-9-dodécen-1-yl acétate (Straight Chain Lepidopteran Pheromones) 0.19 g/diffuseur | (E,Z)-7,9-dodécadien-1-yl acétate (Straight Chain Lepidopteran Pheromones) 0.19 g/diffuseur;Attractif phéromone (confusion sexuelle);Produit diffuseur de vapeur;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;26/02/2014;;;Autorisé;500.0;diffuseurs/ha;;;1.0;;;tout : - Stade d'application : au moins une semaine avant le début du vol de la 1ère génération.;;;;;
PPP;2130108;ISONET 2;;BASF FRANCE SAS;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;(E,Z)-7,9-dodécadien-1-yl acétate (Straight Chain Lepidopteran Pheromones) 0.172 g/diffuseur;Attractif phéromone (confusion sexuelle);Produit diffuseur de vapeur;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;26/02/2014;;;Autorisé;500.0;diffuseurs/ha;;;1.0;;;tout : - Autorisé uniquement contre Eudémis. - Stade d'application : au moins une semaine avant le début du vol de la 1ère génération.;;;;;
PPP;2030175;DELFIN JARDIN;WASCO JARDIN;CERTIS EUROPE BV;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Liste biocontrôle | Emploi autorisé dans les jardins | Production biologique amateur;Bacillus thuringiensis subsp. kurstaki souche SA 11 (Bacillus thuringiensis subsp. kurstaki strain SA 11) 32000000 UI/g;Insecticide;Granulé dispersable dans des sachets solubles;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;29/06/2017;69.0;89.0;Autorisé;0.75;g/L;3.0;;;;;;5.0;;;;
PPP;2030175;DELFIN JARDIN;WASCO JARDIN;CERTIS EUROPE BV;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Liste biocontrôle | Emploi autorisé dans les jardins | Production biologique amateur;Bacillus thuringiensis subsp. kurstaki souche SA 11 (Bacillus thuringiensis subsp. kurstaki strain SA 11) 32000000 UI/g;Insecticide;Granulé dispersable dans des sachets solubles;12703117;Vigne*Trt Part.Aer.*Chenilles phytophages;30/06/2020;53.0;89.0;Autorisé;0.75;g/10 m²;3.0;;6.0;;;Usage autorisé dans le cadre de l'article 51 du règlement (CE) n°1107/2009.;;;;;
PPP;2170650;FOLPEC DIMEO;FOLIANE DIMEO;ASCENZA France;Produit de référence;Professionnel;;diméthomorphe (Dimethomorph) 113.0 g/kg | Folpet (Folpet) 600.0 g/kg;Fongicide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);05/10/2017;60.0;69.0;Autorisé;2.0;kg/ha;;;2.0;;;Uniquement sur raisin de table, pour les applications à partir de la floraison. Diminution de 3 à 2 du nombre d'applications par cycle cultural en raison d'un risque de développement de la résistance. Intervalle minimum entre les applications : 12 jours. ;20.0;;;;
PPP;2170650;FOLPEC DIMEO;FOLIANE DIMEO;ASCENZA France;Produit de référence;Professionnel;;diméthomorphe (Dimethomorph) 113.0 g/kg | Folpet (Folpet) 600.0 g/kg;Fongicide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);05/10/2017;18.0;60.0;Autorisé;2.0;kg/ha;;;2.0;;;Uniquement sur raisin de table, pour les applications avant la floraison. Diminution de 3 à 2 du nombre d'applications par cycle cultural en raison d'un risque de développement de la résistance. Intervalle minimum entre les applications : 12 jours. ;5.0;;;;
PPP;2170650;FOLPEC DIMEO;FOLIANE DIMEO;ASCENZA France;Produit de référence;Professionnel;;diméthomorphe (Dimethomorph) 113.0 g/kg | Folpet (Folpet) 600.0 g/kg;Fongicide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);05/10/2017;18.0;60.0;Autorisé;2.0;kg/ha;28.0;;2.0;;;Uniquement sur raisin de cuve, pour les applications avant la floraison. Diminution de 3 à 2 du nombre d'applications par cycle cultural en raison d'un risque de développement de la résistance. Intervalle minimum entre les applications : 12 jours. ;5.0;;;;
PPP;2170650;FOLPEC DIMEO;FOLIANE DIMEO;ASCENZA France;Produit de référence;Professionnel;;diméthomorphe (Dimethomorph) 113.0 g/kg | Folpet (Folpet) 600.0 g/kg;Fongicide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);05/10/2017;60.0;77.0;Autorisé;2.0;kg/ha;28.0;;2.0;;;Uniquement sur raisin de cuve, pour les applications a partir de la floraison. Diminution de 3 à 2 du nombre d'applications par cycle cultural en raison d'un risque de développement de la résistance. Intervalle minimum entre les applications : 12 jours. ;20.0;;;;
PPP;2160263;TEBUTEC;YETEC;ASCENZA France;Générique;Professionnel;;tébuconazole (Tebuconazole) 250.0 g/L;Fongicide;Emulsion de type aqueux;12703206;Vigne*Trt Part.Aer.*Black rot;14/06/2016;;;Autorisé;0.3;L/ha;14.0;;2.0;;;Uniquement autorisé sur raisin de cuve. 2 applications non consécutives maximum par campagne sur tout le complexe de maladies. Ne pas appliquer ce produit ou tout autre produit contenant du tébuconazole plus de deux fois par an sur vigne. ;5.0;;;;
PPP;2160263;TEBUTEC;YETEC;ASCENZA France;Générique;Professionnel;;tébuconazole (Tebuconazole) 250.0 g/L;Fongicide;Emulsion de type aqueux;12703204;Vigne*Trt Part.Aer.*Oïdium(s);14/06/2016;;;Autorisé;0.4;L/ha;14.0;;2.0;;;Uniquement autorisé sur raisin de cuve. 2 applications non consécutives maximum par campagne sur tout le complexe de maladies. Ne pas appliquer ce produit ou tout autre produit contenant du tébuconazole plus de deux fois par an sur vigne.;5.0;;;;
PPP;2160263;TEBUTEC;YETEC;ASCENZA France;Générique;Professionnel;;tébuconazole (Tebuconazole) 250.0 g/L;Fongicide;Emulsion de type aqueux;12703207;Vigne*Trt Part.Aer.*Rougeot parasitaire;14/06/2016;;;Autorisé;0.4;L/ha;14.0;;2.0;;;Uniquement autorisé sur raisin de cuve. 2 applications non consécutives maximum par campagne sur tout le complexe de maladies. Ne pas appliquer ce produit ou tout autre produit contenant du tébuconazole plus de deux fois par an sur vigne.;5.0;;;;
PPP;2100026;CYTHRINE MAX;COPMETHRINE | CYPLAN MAX | PROFI CYPER MAX;ARYSTA LIFESCIENCE BENELUX SPRL;Produit de référence;Professionnel;Mention abeille;cyperméthrine (Cypermethrin) 500.0 g/L;Insecticide;Concentré émulsionnable;12703119;Vigne*Trt Part.Aer.*Cicadelles (1);13/04/2016;;;Autorisé;0.06;L/ha;21.0;;1.0;;;Mention abeilles : emploi autorisé au cours des périodes de production d'exsudats, en dehors de la présence des abeilles, pour deux applications maximales sur la culture.;50.0;20.0;;;
PPP;2100026;CYTHRINE MAX;COPMETHRINE | CYPLAN MAX | PROFI CYPER MAX;ARYSTA LIFESCIENCE BENELUX SPRL;Produit de référence;Professionnel;Mention abeille;cyperméthrine (Cypermethrin) 500.0 g/L;Insecticide;Concentré émulsionnable;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;13/04/2016;;;Autorisé;0.06;L/ha;21.0;;1.0;;;Mention abeilles : emploi autorisé au cours des périodes de production d'exsudats, en dehors de la présence des abeilles, pour deux applications maximales sur la culture.;50.0;20.0;;;
PPP;2020241;XENTARI;;SUMITOMO CHEMICAL AGRO EUROPE SAS;Produit de référence;Professionnel;Utilisable en agriculture biologique | Mention abeille | Liste biocontrôle;Bacillus thuringiensis subsp. aizawai (Bacillus thuringiensis subsp. aizawai) 540.0 g/kg;Insecticide;Granulé dispersable;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;22/12/2015;;;Autorisé;1.0;kg/ha;3.0;;6.0;;;- Maximum 2 applications par génération. - Ex : Emploi autorisé au cours des périodes de production d'exsudats, en dehors de la présence d'abeilles. - Fl : Emploi autorisé durant la floraison en dehors de la présence d'abeilles.;5.0;;;Mention abeille;
PPP;2060085;COLLIS;HEXAGON;BASF FRANCE SAS;Produit de référence;Professionnel;;boscalide (Boscalid) 200.0 g/L | krésoxime-méthyle (Kresoxim-methyl) 100.0 g/L;Fongicide;Suspension concentrée;12703204;Vigne*Trt Part.Aer.*Oïdium(s);19/06/2018;11.0;83.0;Autorisé;0.4;L/ha;28.0;;2.0;;;;5.0;;;;
PPP;2060085;COLLIS;HEXAGON;BASF FRANCE SAS;Produit de référence;Professionnel;;boscalide (Boscalid) 200.0 g/L | krésoxime-méthyle (Kresoxim-methyl) 100.0 g/L;Fongicide;Suspension concentrée;12703206;Vigne*Trt Part.Aer.*Black rot;30/10/2019;11.0;83.0;Autorisé;0.4;L/ha;28.0;;2.0;;;Uniquement pour une lutte conjointe contre l'oïdium et le black rot.  2 applications par an et par cycle cultural pour contrôler l'ensemble des maladies.;5.0;;;;
PPP;2190027;WETTASUL DP;;SULPHUR MILLS LIMITED;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;soufre (Sulphur) 960.0 g/kg;Fongicide;Poudre pour poudrage;12703204;Vigne*Trt Part.Aer.*Oïdium(s);20/02/2019;15.0;83.0;Autorisé;25.0;kg/ha;5.0;;4.0;;;;5.0;20.0;;;
PPP;2080063;FANTIC F WG;;ISAGRO SPA;Produit de référence;Professionnel;;Folpet (Folpet) 480.0 g/kg | bénalaxyl-M (Benalaxyl-M) 37.5 g/kg;Fongicide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);29/06/2017;13.0;81.0;Autorisé;2.0;kg/ha;42.0;;2.0;;;Intervalle minimum entre les applications : 10 jours.;5.0;;;;
PPP;9800336;KARATE AVEC TECHNOLOGIE ZEON;KARAIBE PRO | KARATE ZEON | KUSTI | NINJA PRO | SCIMITAR | SENTINEL PRO | TRAFO | KARATE XFLOW;SYNGENTA FRANCE SAS;Produit de référence;Professionnel;Mention abeille;lambda-cyhalothrine (Lambda-Cyhalothrin) 100.0 g/L;Insecticide;Suspension de capsules;12703101;Vigne*Trt Part.Aer.*Acariens;24/04/2015;;;Autorisé;0.2;L/ha;7.0;;2.0;;;;50.0;50.0;;;
